Doc_ID	Cite_ID	Type	Contents	Label	Paper_ID	URL	Coords
doc0013	cite0450	Raw_Reference	"Chimera (Ischyodus) beaumonti, Sir P. Egerton, Proc. Geol. Soe. vol. iv. pp. 155, 156."		9234928a487f03f740c5ead7ff669b96329e1c0a	https://www.biodiversitylibrary.org/itempdf/125733	"115,42.96,207.00,240.95,8.83;115,47.23,217.53,89.17,8.27"
doc0035	cite0443	Raw_Reference	"Weir, David R. ""A Century of U. S. Unemployment, 1890-1990."" Research in Economic History 14 (1992): 301-41."		eee12636fa1771663a8831e64cf22aafb808fafd	https://openresearch-repository.anu.edu.au/bitstream/1885/23866/2/01_Boyer_New_Estimates_of_British_2002.pdf	"33,132.00,400.75,348.01,8.66;33,150.00,412.39,107.83,8.66"
doc0026	cite0037	Raw_Reference	"Philadelphia Housing Association. 1935. Sheriff sales. In Housing in Philadelphia (in the Temple Uni- versity Libraries: Urban Archives, Philadelphia Housing Association collection, series VI, box 339, folder 110), pp. 21-2."	YES	1d02f6e3afa598003e4030f956e57e8feb7d6020	https://repository.upenn.edu/cgi/viewcontent.cgi?article=1007&context=cplan_papers	"24,126.00,476.47,359.99,6.99;24,138.00,486.46,347.99,6.99;24,138.00,496.46,75.29,6.99"
doc0013	cite0526	Raw_Reference	"Syn. Polyplocodus, C. H. Pander, Saurodipt., Dendrodont. &c. devon. Syst. 1860, p. 28. Bones of fronto-ethmoidal shield fused into a single piece. Teeth rounded in section, with a large pulp-cavity. [Exposed portion of scales probably tuberculated. | Cricodus incurvus (Duff)."		9234928a487f03f740c5ead7ff669b96329e1c0a	https://www.biodiversitylibrary.org/itempdf/125733	"415,26.64,155.48,252.95,8.27;415,52.13,164.90,60.77,8.69;415,27.50,179.53,251.80,9.11;415,18.00,190.62,180.97,9.11;415,214.56,190.62,65.93,9.11;415,18.86,201.77,129.18,9.11;415,90.14,222.84,118.44,9.11"
doc0012	cite0061	Raw_Reference	"Elikman, L. First surgeon 25/1/1766 Some books VOC 6464"		ea4c843fe045e40e11e3f9ef53da2177be6d5e3a	https://scholarlypublications.universiteitleiden.nl/access/item%3A2723076/view	"309,61.04,397.16,43.48,8.85;309,140.41,397.16,47.43,8.85;309,205.61,397.16,33.91,8.85;309,256.63,397.16,44.39,8.85;309,327.50,397.16,40.95,8.85"
doc0023	cite0471	Raw_Reference	"Tegg art, Frederick J. The Idea of Progress, A Collection of Readings. Berke ley: University of Cali forni a, 1949."		9d7a870c061da41b94c24ceb6360386d011b99e0	https://muse.jhu.edu/book/67900/pdf	"548,47.16,389.89,336.37,12.60;548,55.14,400.31,126.00,12.60"
doc0006	cite0606	Raw_Reference	"de Chｾｽ｢tel, Francesca. Water Sheikhs and Dam Builders: Stories of People and Water in the Middle East. New Brunswick, N.J.: Transaction, 2007."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	
doc0083	cite0607	Raw_Reference	"Raghavan. Kalidasa and Kautalya. Nagpur 1946. Rapson. Ancient India. Cambridge 1916* Indian Coins. Strassburg I8 9 7 . Ram ay an a . ^ ｽ･ M RE. Rock Edicts. Rhys Davids. Buddhist India. London, I9 0 3 . Rhys Eavids. Buddhism. London,1907."		1489c53a5ab37d65c4735f5d823a95235a7b4396	https://eprints.soas.ac.uk/29395/1/10731540.pdf	
doc0008	cite0066	Raw_Reference	"CARROLL, HENRY K. 1899 Report on the Island of Porto Rico. Washington, D.C.: U.s. Government Printing Office."		53a665a914aae1bf6e4c729b20080d4d281a863d	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/31D66E6CE76CE7729C019545C4F38104/S002387910001952Xa.pdf/div-class-title-rural-puerto-rico-in-the-early-twentieth-century-reconsidered-land-and-society-1899-1915-div.pdf	"31,46.34,343.43,67.10,5.47;31,54.21,350.42,314.20,8.06"
doc0011	cite0012	Raw_Reference	"Ibid., par. 133. This holding simply interprets the rights to life, health, and remuneration enshrined in the American Declaration in light of the principle of nondiscrimination found in Article II of the same instrument. American Declaration of the Rights and Duties of Man, O.A.S. Res. XXX, adopted by the Ninth International Conference of American States (1948), reprinted in Handbook of Existing Rules Pertaining to Human Rights, OEA/Ser.L/V/II.23 Doc. 21 Rev. 6, at 5 (1979), art. I (right to life); art. II (right to equality); art. XI (preservation of health and well-being); and art. XIV (work and fair remunera- tion)."		42e1569a9d8994b395ea90240de69a348c73d866	https://escholarship.org/content/qt5jc0909m/qt5jc0909m.pdf?t=krnnss	"52,82.50,358.33,417.90,7.89;52,82.50,369.33,455.04,7.89;52,82.50,380.33,450.23,7.89;52,82.50,391.33,448.19,7.89;52,82.50,402.33,455.23,7.89;52,82.50,413.33,19.25,7.89"
doc0088	cite0477	FootNote	"Corrections for shrinking due to aging however lead to mitigate these spectacular comparisons, see thereafter."		cd18a76b905d8571368dab478deef284a1b47226	https://basepub.dauphine.psl.eu/bitstream/123456789/4300/1/2009-12.pdf	"52,82.50,358.33,417.90,7.89;52,82.50,369.33,455.04,7.89;52,82.50,380.33,450.23,7.89;52,82.50,391.33,448.19,7.89;52,82.50,402.33,455.23,7.89;52,82.50,413.33,19.25,7.89"
doc0013	cite0023	Raw_Reference	"Texas. [Imperfect cranium; collection of Prof. E. D. Cope, Philadelphia. ]"		9234928a487f03f740c5ead7ff669b96329e1c0a	https://www.biodiversitylibrary.org/itempdf/125733	"440,108.58,287.79,222.34,8.97;440,109.30,299.07,80.46,8.97"
doc0013	cite0015	Raw_Reference	"Texas. [H. D. Cope Collection, Philadelphia. ]"		9234928a487f03f740c5ead7ff669b96329e1c0a	https://www.biodiversitylibrary.org/itempdf/125733	"313,103.10,349.95,183.18,8.97"
doc0013	cite0419	Raw_Reference	"P. 815. Two somewhat larger, imperfect fishes, the second wanting the extremity of the tail. Egerton Coll."		9234928a487f03f740c5ead7ff669b96329e1c0a	https://www.biodiversitylibrary.org/itempdf/125733	"423,13.82,63.06,261.29,8.97;423,42.77,73.45,95.68,9.53;423,228.53,73.45,47.62,9.53"
doc0041	cite0218	Raw_Reference	"Lehmann-Haupt 1926, II/l: 240. 91. Diary of Major E. Noel on special duty (Baghdad, Government Press 1919) Entry Sohrweide 1965: 96-117, and Mazzaoui 1972: 46-51."		3689f080db2243c81a36d6969b8ec27e666038a1	https://dspace.library.uu.nl/bitstream/handle/1874/420970/ASS_Zed.pdf?sequence=1&isAllowed=y	"138,77.28,396.73,110.88,4.84;138,36.72,406.02,304.56,5.34;206,31.44,48.85,179.76,4.50"
doc0004	cite0193	Raw_Reference	"Sprague, 0. M. W. 1910. History of crises under the national banking system. National Monetary Commission. Washington, D.C.: Government Printing Office."		d322ea40724b23aa12d0dbddabd95ffb4ea3ddd9	http://www.nber.org/chapters/c6734.pdf	"55,61.71,540.98,308.35,9.18;55,70.60,551.08,300.68,8.19;55,70.30,561.19,26.56,8.19"
doc0026	cite0608	Raw_Reference	"ｽ｣ｽｧｽ｣ｽｧｽ｣ｽｧ. 1944. Report of the Home Owners' Loan Corporation. Washington, DC: Government Printing Office. Jackson, K. T. 1985. Crabgrass frontier: The suburbanization of the United States. New York: Oxford University Press."		1d02f6e3afa598003e4030f956e57e8feb7d6020	https://repository.upenn.edu/cgi/viewcontent.cgi?article=1007&context=cplan_papers	
doc0023	cite0529	Raw_Reference	"Macaulay, Thomas Babington [B aron . Macaulay ]. The Works of Lord Macaulay. ed . La dy Trevelyan . 8 vols . Lo ndon: Lo ngmans, Green, 1866 ."		9d7a870c061da41b94c24ceb6360386d011b99e0	https://muse.jhu.edu/book/67900/pdf	"544,49.21,160.43,334.23,12.60;544,57.14,170.69,248.82,12.60"
doc0011	cite0215	Raw_Reference	"Press Release, Southern Poverty Law Center, Center Seeks Justice for Katrina's Migrant Workers (Feb. 2, 2006). http://www.splcenter.org/legal/news/article.jsp?aid=160&site_area=1&printable=1. Another group operating in Mississippi, the Mississippi Immigrant Rights Alliance also sought to hold egregious employers accountable. The group filed complaints against five subcontractors who the organization alleged had failed to pay hundreds of workers. The rights group also reported finding a group of thirty workers that had been abandoned by a contractor in a remote trailer park. The workers were living in three trailers with no electricity or furniture and had not eaten in three days. Interview with Bill Chandler, President of the Mississippi Immigrant Rights Alliance, on Democracy Now.Org, Friday, December 16, 2005. http://www.democracynow.org/article.pl?sid=05/12/16/1457237."		42e1569a9d8994b395ea90240de69a348c73d866	https://escholarship.org/content/qt5jc0909m/qt5jc0909m.pdf?t=krnnss	"48,81.00,513.85,408.96,7.89;48,81.00,524.85,446.69,7.89;48,81.00,535.85,450.14,7.89;48,81.00,546.85,457.87,7.89;48,81.00,557.85,456.70,7.89;48,81.00,568.85,443.36,7.89;48,81.00,579.85,338.50,7.89;48,81.00,590.85,232.87,7.89"
doc0026	cite0097	Raw_Reference	"Harriss (1951) does not indicate his source for these data. He used data from the 1930 U.S. Cen- sus in other parts of the same chapter. However, the reference to ""neighborhood"" indicates that this may not have been his source for the race and ethnicity data. 24. As part of the city survey program, FHLBB and HOLC resurveyed some cities, and HOLC only created (or preserved) loan summaries for some of these resurveyed cities. FHLBB materials state that twenty-three cities were resurveyed, but the City Survey Files note that twenty-five cities were resurveyed, including Birmingham, Los Angeles, Denver, Miami, Atlanta, Chicago, New Orleans, Boston, Detroit, Kansas City, St. Louis, Atlantic City, Westchester, Manhattan, Rochester, Troy, Akron, Cleveland, Toledo, Youngstown, Chattanooga, Knoxville, Memphis, Dallas, and Norfolk. See FHLBB, Records of the City Survey Program, RG 195, 450/68/03/02, National Archives II, College Park, MD. 25. ""Summary: Survey of Atlantic City, New Jersey by the Mortgagee Rehabilitation Division,"" FHLBB, City Survey Files, RG 195, 450/68/03/02, box 51, National Archives II, College Park, MD. 26. ""Home Owners' Loan Corporation: Acquisitions, Sales and Owned Real Estate, Metropolitan New Orleans,"" FHLBB, Records of the City Survey Program, box 127."	YES	1d02f6e3afa598003e4030f956e57e8feb7d6020	https://repository.upenn.edu/cgi/viewcontent.cgi?article=1007&context=cplan_papers	"23,145.41,126.55,340.58,6.99;23,126.00,136.55,359.95,6.99;23,126.00,146.55,201.67,6.99;23,138.00,156.54,347.99,6.99;23,126.00,166.54,359.99,6.99;23,126.00,176.54,359.99,6.99;23,126.00,186.54,359.99,6.99;23,126.00,196.53,359.99,6.99;23,126.00,206.53,359.99,6.99;23,126.00,216.53,353.85,6.99;23,138.00,226.53,347.99,6.99;23,126.00,236.52,345.14,6.99;23,138.00,246.52,347.99,6.99;23,126.00,256.52,246.55,6.99"
doc0022	cite0138	Raw_Reference	"Chen, Pi-chao. 1985. ""Birth Control Methods and Organisation in China."" In Croll, Davin, and Kane 1985, 135-48."		d56e982ec9de8ffa22fae2c63d4f0e42979202f5	https://escholarship.org/content/qt12h450zf/qt12h450zf.pdf?t=krz5v9	"133,53.98,394.14,305.74,8.83;133,65.98,405.64,146.02,8.83"
doc0010	cite0011	Raw_Reference	"Taylor, F.W. (1967) The Principles of Scientific Management. New York: Norton."		3c618b549a3147fee04037f06fc66f42bff63880	https://ageconsearch.umn.edu/record/30566/files/dp020068.pdf	"31,89.88,419.22,387.22,10.91"
doc0006	cite0085	Raw_Reference	"See John S. Galbraith, ""No Man's Child: The Campaign in Mesopota- mia, 1914-1916,"" International History Review 6, no. 3 (1984): 358-85;"		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"61,70.16,145.00,289.80,9.00;61,51.00,157.00,270.74,9.00"
doc0026	cite0609	Raw_Reference	"HOLC Repayments in State Above National Average, Evening Bulletin, 8 February 1940, McDowell Collection, HOLC card 8; ""$167,010,272 Lent on Penna. Homes,"" Evening Bulletin, 5 August 1936, McDowell Collection, HOLC card 9. 11. Charges of inefficiency plagued the Philadelphia office, and the politics surrounding job appoint- ments may have contributed to Philadelphia's relatively low loan numbers. See note 3 and other news- paper coverage: ""Calls Home Loan Office a Mystery,"" Evening Bulletin, 7 May 1934, McDowell Collec- tion, HOLC card 7; ""Doughten Calls HOLC Inefficient,"" Evening Bulletin, 15 August 1934, McDowell Collection, HOLC card 3; ""Staff Increased to Aid HOLC Work,"" Evening Bulletin, 10 May 1934, McDowell Collection, HOLC card 3; ""Long Home Loan Delays Charged,"" Evening Bulletin, 14 May 1934, McDowell Collection, HOLC card 5; ""Men and Things,"" Evening Bulletin, 23 August 1934, McDowell Collection, HOLC card 3; ""Mays Quits Post as Phila. Head of Home Loan Board,"" Evening Bul- letin, 6 May 1934, McDowell Collection, HOLC card 3; ""Home Loan Office to Speed Up Work,"" Evening Bulletin, 28 June 1934, McDowell Collection, HOLC card 3; ""Says 'Deadwood' Slowed Up HOLC,"" Eve- ning Bulletin, 17 August 1934, McDowell Collection, HOLC card 2; ""Laporte Plans to End Chaos or Quit,"" Evening Bulletin, 21 August 1934, McDowell Collection, HOLC card 3; ""Long Home Loan Delays Charged,"" Evening Bulletin, 4 May 1934, McDowell Collection, HOLC card 5; ""Two Shifts Will Work at Home Loan Office,"" Evening Bulletin, 4 October 1934, McDowell Collection, HOLC card 3; ""Laporte Says HOLC Staff Being Cut Down,"" Evening Bulletin, 15 October 1934, McDowell Collection, HOLC card 3; ""Change in HOLC to Speed Up Work,"" Evening Bulletin, 29 October 1934, McDowell Collection, HOLC card 5. 12. ""Philadelphia a Home Center,"" Evening Bulletin, 22 June 1933, McDowell Collection, HOLC card 1. 13. Philadelphia Housing Association (PHA), ""Sheriff Sales,"" Housing in Philadelphia (1933) (in the University of Pennsylvania Library), 33."		1d02f6e3afa598003e4030f956e57e8feb7d6020	https://repository.upenn.edu/cgi/viewcontent.cgi?article=1007&context=cplan_papers	
doc0013	cite0610	FootNote	"The so-called Diplopterus macrocephalus is also supposed to be represented by fragments from the Russian Devonian by L. Agassiz, Poiss. Foss. V. G. R.(1845), p. 188, pl. xxxi.a. figs. 1-7, and E. von Eichwald, Leth. Rossica, _ vol, i. (1860), p. 1556, pl. Ivi. fig. 5."		9234928a487f03f740c5ead7ff669b96329e1c0a	https://www.biodiversitylibrary.org/itempdf/125733	
doc0093	cite0498	Raw_Reference	"Smith, N. S., K. Knabb, C. DeFanti, P. Weber, J. Schulze, A. Prud- homme, F. Kuester, T. Levy, and T. DeFanti. 2013. ArtifactVis2: Managing Real-Time Archaeological Data in Immersive 3D En- vironments. Proceedings of IEEE 19th Int'l Conference on Virtual Systems and Multimedia (VSMM 2013)."		3139fcafc089924315cb8774abf7222f5fe0a914	https://repository.kaust.edu.sa/bitstream/10754/566073/1/Articlefile1.pdf	"6,309.00,591.18,232.24,9.10;6,327.00,603.18,224.64,9.10;6,327.00,615.18,229.48,9.10;6,327.00,627.18,228.71,9.10;6,327.00,639.18,141.70,9.10"
doc0009	cite0611	Raw_Reference	"New Addition to West Indian Colony, Panama Tribune, 3 Feb. 1929, p. 5. 31 ""A Record of Deeds,"" Panama Tribune, 30 Dec. 1928, p. 16."		3770ea7f24f3c2572fb7b08262bf2be9e0ca691b	http://d-scholarship.pitt.edu/20856/1/PutnamSocHist2006PostPrint.pdf	
doc0078	cite0491	FootNote	"in items such as cart, port* beard, fur.This brief characterisation of Bin phonology leaves"		b98c7a55f886029c7a8e48fa36f289b4dcd29798	https://era.ed.ac.uk/bitstream/1842/16333/1/TrudgillPJ_1971_redux.pdf	"14,89.88,667.78,400.92,10.54;14,89.88,681.70,406.55,10.54;14,89.88,695.38,385.23,10.54;14,89.88,709.30,385.65,10.54"
doc0012	cite0612	Raw_Reference	"Raben, R., et al, The Archives of the Dutch East India Company 1602-1795 (The Hague, 1992), 27. At a funeral, for instance, the cortｾｽｨge followed according to rank: directly after the deceased came the family members, the members of the Hoge Regering, possibly accompanied with governors of outer factories. Then followed friends and the councillors of Justice, the aldermen, the vicars, the members of the drainage boards, the commissioners of marriage, chief merchants and captains, merchants and ship masters, and then came the chief surgeons, after which followed a number of lower-ranked employees. See Van der Chijs, Nederlandsch-Indisch Plakaatboek, IV, 09.08.1718."		ea4c843fe045e40e11e3f9ef53da2177be6d5e3a	https://scholarlypublications.universiteitleiden.nl/access/item%3A2723076/view	
doc0002	cite0022	Raw_Reference	"Albee, Peggy A. 1988 Historic Structures Report for Morven. Manuscript on file, New Jersey State Museum, Trenton. d'Arge~nville, Alexandre Dezallier 1712 The Theory ai1d Practice of Gardening. John James, London."		2163f3963aa4bea92b2b7a4590a8ba6fbfe6c6e4	https://orb.binghamton.edu/cgi/viewcontent.cgi?article=1267&context=neha	
doc0078	cite0429	Raw_Reference	"Ladefoged, p.. Three Areas of rxoorintontal Phonetics. London* Oxford University Press. (1967)."		b98c7a55f886029c7a8e48fa36f289b4dcd29798	https://era.ed.ac.uk/bitstream/1842/16333/1/TrudgillPJ_1971_redux.pdf	"623,76.08,403.91,392.24,9.37;623,114.00,421.81,50.38,7.63;623,180.00,421.31,176.65,9.97;623,375.12,420.71,48.34,11.55"
doc0012	cite0035	Raw_Reference	"Von Roemer, L.S.A.M., Historical Sketches. An introduction to the Fourth Congress of the Far Eastern Association of Tropical Medicine (Batavia, 1921), 61. Van Gelder, Het Oost-Indisch avontuur, 290. Van Gelder, Het Oost-Indisch avontuur, 292. Westfrisan Archives in Hoorn: Werkdocumenten van bewindhebbers van de Oost-Indische Compagnie ter Kamer Enkhuizen of which the dates concerning the applicant ship's surgeons have been provided by H. de Vos. I refer to the appendix. The central question of this chapter is whether we can discern any patterns of surgical recruitment on the vessels of the Company in the eighteenth century, with the understanding that for the non-Dutch ship's surgeons no baptismal registers have been checked and that their statements of place of origin have been taken here at face value. The emphasis of non-Dutch ship's surgeons will be on Germany. However, no specific research has been done on the economic and demographic history of the German states. What is presented in this chapter in connection with the non-Dutch ship's surgeons are 'merely' the results of the queries for Sample S, and any conclusions about these surgeons' geographical origins should be interpreted with caution. This table excludes the surgeons of unknown origin. The numbers on which this table is based are presented in Appendix 1. The method of the sample is explained in appendix 1. Hart, Schrift en Getal., 122. Ibid., 124. Heringa, J., et al, Geschiedenis van Drenthe (Meppel, 1985), 496. Ibid., 485, 495. De Vries and Van der Woude, The First Modern Economy, 54-55."		ea4c843fe045e40e11e3f9ef53da2177be6d5e3a	https://scholarlypublications.universiteitleiden.nl/access/item%3A2723076/view	"364,77.93,150.19,309.00,8.53;364,77.93,160.18,199.64,8.53;364,77.93,170.18,152.07,8.53;364,77.93,180.18,151.43,8.53;364,77.93,190.18,308.95,8.53;364,77.93,200.18,308.97,8.53;364,77.93,210.18,149.13,8.39;364,77.93,220.18,308.99,8.39;364,77.93,230.18,308.95,8.39;364,77.93,240.18,309.01,8.39;364,77.93,250.18,308.93,8.39;364,77.93,260.17,308.99,8.39;364,77.93,270.17,308.98,8.39;364,77.93,280.17,308.97,8.39;364,77.93,290.17,309.00,8.39;364,77.93,300.17,194.29,8.39;364,77.93,310.17,309.02,8.39;364,77.93,320.17,119.60,8.39;364,77.93,330.17,185.66,8.39;364,77.93,340.17,93.18,8.53;364,77.93,350.17,34.52,8.39;364,77.93,360.16,219.79,8.53;364,77.93,370.16,51.12,8.39;364,77.93,380.16,220.35,8.53"
doc0016	cite0018	Raw_Reference	"Ingram, M 2005, Hospital Chapel of St Mary and St Thomas, Illford Hill, Illford. London: Museum of London Archaeology Service. Unpublished Report."		8c23c264e55fd030f70d6cfa5776612977d10379	https://centaur.reading.ac.uk/50828/3/Work%20and%20the%20Adolescent%20in%20Medieval%20England_accepted.pdf	"28,72.02,279.53,420.09,12.00;28,107.42,294.17,302.51,12.00"
doc0006	cite0051	Raw_Reference	"See, for instance, A. Haldane, report to WO, 25 November 1920, Cabinet Paper, February 1921, AIR 5/1253, TNA, and Air Staff comments parallel to Hal- dane's report, January 1921."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"66,94.02,481.00,286.97,9.00;66,71.98,493.00,308.99,9.00;66,71.98,505.00,107.90,9.00"
doc0047	cite0187	Raw_Reference	Godfrey Harold Hardy. Obit. Notices. Fell. R. Soc. 6: 447-461.		f18d3d0e5362ddb49a1e29ea28887fe2d35a1a55	https://europepmc.org/articles/pmc2475721?pdf=render	"8,401.33,458.83,145.80,7.40;8,323.95,467.79,66.87,7.40"
doc0035	cite0098	Raw_Reference	"______. ______. ""Report on Unemployment in the United Kingdom in September 1908."" Unpublished Memorandum, October 10, 1908. PRO document CAB 37/38/10."		eee12636fa1771663a8831e64cf22aafb808fafd	https://openresearch-repository.anu.edu.au/bitstream/1885/23866/2/01_Boyer_New_Estimates_of_British_2002.pdf	"32,132.00,133.03,348.07,8.66;32,150.00,144.67,309.80,8.66"
doc0008	cite0058	Raw_Reference	FAJARDO SUGAR COMPANY 1955 Fiftieth A11niversary Report. New York: Fajardo Sugar Company.		53a665a914aae1bf6e4c729b20080d4d281a863d	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/31D66E6CE76CE7729C019545C4F38104/S002387910001952Xa.pdf/div-class-title-rural-puerto-rico-in-the-early-twentieth-century-reconsidered-land-and-society-1899-1915-div.pdf	"31,46.74,550.19,92.21,5.47;31,54.69,557.18,247.26,8.06"
doc0023	cite0548	Raw_Reference	"Bible, the, 29-30"		9d7a870c061da41b94c24ceb6360386d011b99e0	https://muse.jhu.edu/book/67900/pdf	"551,227.41,426.60,64.46,11.10"
doc0076	cite0525	Raw_Reference	"Weber, F., 1211 (18b)."		044dfb18bfa94bc5643783f6a44c671fe09ac597	https://repository.naturalis.nl/pub/534974/MBMHU1962188001001.pdf	"197,225.00,128.92,81.70,5.61"
doc0026	cite0036	Raw_Reference	"Bridewell, D. A. 1938. The Federal Home Loan Bank Board and its agencies. Manuscript, Library of Congress."	YES	1d02f6e3afa598003e4030f956e57e8feb7d6020	https://repository.upenn.edu/cgi/viewcontent.cgi?article=1007&context=cplan_papers	"24,126.00,106.56,359.99,6.99;24,138.00,116.55,34.67,6.99"
doc0013	cite0463	Raw_Reference	"Platysomus declivus, J. Morris (ex Agassiz, MS.), Cat. Brit. Foss. ed. 2, p. 339 (name only). [ Distorted Lae: Erik Museum. | 1867. Eurynotus fimbriatus, R. H. Traquair, Trains Roy. Soc, Edinb. vol. xxiv. p. 710, pl. xlv. figs. 8, 9."		9234928a487f03f740c5ead7ff669b96329e1c0a	https://www.biodiversitylibrary.org/itempdf/125733	"581,40.14,226.55,241.44,8.41;581,43.63,236.30,226.72,8.41;581,27.50,246.17,253.06,8.41;581,43.63,255.83,123.73,8.41"
doc0008	cite0175	Raw_Reference	"Fourteenth Census of the United States Taken in the Year 1920: Vol VI, Part 3, Agriculture, Reports for States, with Statistics for Counties and a Summary for the United States and the North, South, and West: The Western States and Outlying Possessions. Washington, D.C.: U.S. Government Printing Office."		53a665a914aae1bf6e4c729b20080d4d281a863d	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/31D66E6CE76CE7729C019545C4F38104/S002387910001952Xa.pdf/div-class-title-rural-puerto-rico-in-the-early-twentieth-century-reconsidered-land-and-society-1899-1915-div.pdf	"33,87.54,371.40,287.79,8.11;33,87.78,380.52,287.36,8.11;33,87.74,389.52,287.31,8.11;33,87.68,398.81,136.48,7.72"
doc0006	cite0103	Raw_Reference	"Galbraith, John S. ""No Man's Child: The Campaign in Mesopotamia, 1914- 1916."" International History Review 6, no. 3 (1984): 358-85."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"71,51.00,205.00,309.01,9.00;71,63.00,217.00,226.03,9.00"
doc0026	cite0130	Raw_Reference	"See ""Homeowners Beg President for Aid,"" Evening Bulletin, 13 January 1934, McDowell Collec- tion, HOLC card 5; ""Letter to President Helps Save Boys Home,"" Evening Bulletin, 27 October 1933, McDowell Collection, HOLC card 5;"		1d02f6e3afa598003e4030f956e57e8feb7d6020	https://repository.upenn.edu/cgi/viewcontent.cgi?article=1007&context=cplan_papers	"22,145.78,106.56,340.21,6.99;22,126.00,116.55,359.99,6.99;22,126.00,126.55,124.27,6.99"
doc0021	cite0449	FootNote	"Bebel in the Reichstag on April 18, 1877, Stenographische Berichte iiber die Verhandlungen des Reichstages, III Legislative Period, Session 1 (1877), vol. I, p. 570 (hereafter cited as Sten. Ber.); Eduard Bernstein, pp. 70-72; Karl Kautsky, Erinnerungen und Erorterungen, ed. Benedikt Kautsky (The Hague, i960), p."		39023817ac8db417f688a250c69e823b7077b912	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5421CBA13C66345CDEFEA8ED8F130C51/S0020859000002534a.pdf/div-class-title-german-social-democracy-and-german-state-socialism-1876-1884-div.pdf	"22,145.78,106.56,340.21,6.99;22,126.00,116.55,359.99,6.99;22,126.00,126.55,124.27,6.99"
doc0063	cite0613	Raw_Reference	"Baily, John. 1976. ""Recent Changes in the Dut_r of Herat. "" Asian Music 8(1):29-64. ---. 1977. ""Movements in Playing the Herati Dut_r. "" In Anthropology of the Body, edited by John Blacking, 275-330. London: Academic Press. ---. 1988. Music of Afghanistan: Professional Musicians in the City of Herat. Cambridge: Cam- bridge University Press."		38c3bdcada7cae74c18ec0ca5539d818d6d446c0	https://academicworks.cuny.edu/cgi/viewcontent.cgi?article=1568&context=gc_pubs	
doc0029	cite0468	Raw_Reference	"Stein, Gertrude: on event, 82-83;"		da046592a514d3b052da34aa79a06766dbb89171	https://muse.jhu.edu/book/72311/pdf	"223,46.00,429.53,127.02,8.99"
doc0006	cite0208	Raw_Reference	"In Hebrew that point of diversion is called ""Gesher B'not Yaakov,"" and in English it is ""Bridge of Jacob's Daughter."" 7. After the war of 1948, Syria was in control of a small triangle of land that was part of Palestine before the war. As part of the Armistice Agreement of 1949, the Syrian government agreed to withdraw its forces from the area in exchange for designating the area as a demilitarized zone. See United Nations, Israeli-Syrian General Armistice Agreement (New York: United Nations, 20 July 1949), document number S/1353."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"253,66.59,325.00,293.41,9.00;253,50.99,337.00,163.76,9.00;253,62.99,349.00,297.05,9.00;253,50.99,361.00,308.67,9.00;253,50.99,373.00,309.03,9.00;253,50.99,385.00,309.24,9.00;253,50.99,397.00,309.00,9.00;253,50.99,409.00,128.71,9.00"
doc0078	cite0510	Raw_Reference	"See IC.B. Mayer, on. eft., Chapters 3 and 5,"		b98c7a55f886029c7a8e48fa36f289b4dcd29798	https://era.ed.ac.uk/bitstream/1842/16333/1/TrudgillPJ_1971_redux.pdf	"587,83.39,87.92,6.11,8.93;587,114.48,89.15,317.54,9.83"
doc0003	cite0003	Raw_Reference	Office for National Statistics. Deaths Registered in England & Wales. 2015 www .ons. gov.uk/peoplepopulat ionandc ommunit y/b irth sd ea t hsa ndma rri a ge s/ deat hs/b ulle tins/ deathsregiste redi neng land andw alesseriesdr/ 2015.		f0776d310656f02aa7c414d7e01882e56cea3c44	https://jech.bmj.com/content/jech/71/9/928.full.pdf	"9,319.29,390.37,229.37,7.11;9,319.29,399.37,227.23,7.11;9,319.29,408.37,136.78,7.11"
doc0006	cite0045	Raw_Reference	"As the Egyptian government was unable to repay its loans, European countries saw an opportunity to intervene in Egyptian politics. In 1876, a French-led effort resulted in the formation of La Caisse de la Dette Publique (the Public Debt Commission) to manage the Egyptian state's finances."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"167,66.38,517.38,293.61,9.00;167,51.00,529.38,308.98,9.00;167,51.00,541.38,308.98,9.00;167,51.00,553.38,283.10,9.00"
